date,positive,nagetive,neutral, ’≈Ã,ø™≈Ã,∏ﬂ,µÕ
2019-01-29,34.547372460365295,14.08128821849823,-36.43981975317001,8.7988,8.8811,8.8865,8.7914
2019-01-30,-0.3066259175539017,42.79117064923048,-28.27632388472557,8.8097,8.7995,8.8292,8.7661
2019-01-31,17.560648929327726,29.068708404898643,-32.75144538283348,8.7844,8.8097,8.8251,8.777
2019-02-01,15.009676083922386,23.65160022862256,-26.36944931745529,8.8222,8.7804,8.8396,8.773
2019-02-04,18.20537119358778,4.255752986762673,-15.907547622919084,8.7935,8.8259,8.8393,8.7881
2019-02-05,20.079732850193977,5.939476624131203,-17.709475696086884,8.7305,8.7918,8.806,8.717
2019-02-06,11.51017802208662,24.902689740061764,-25.227106481790543,8.7237,8.7338,8.7554,8.7177
2019-02-07,9.52957734465599,18.81728153117001,-21.384520918130875,8.7376,8.7241,8.7666,8.6701
2019-02-08,-6.932235851883889,36.92662811279297,-19.735116213560104,8.7332,8.7379,8.7527,8.715
2019-02-11,3.6717996150255177,34.04784418269992,-21.696366667747498,8.7288,8.7338,8.7858,8.7175
2019-02-12,30.9216602742672,20.31362646445632,-35.674629002809525,8.7331,8.734,8.7516,8.6923
2019-02-13,18.98571978509426,29.755112536251545,-34.14841756224632,8.6844,8.7327,8.7666,8.6837
2019-02-14,5.338941052556038,42.80158422887325,-33.292693585157394,8.6761,8.6853,8.7127,8.6494
2019-02-15,3.080481879413128,50.24141591787338,-35.625469744205475,8.7304,8.6748,8.7365,8.6623
2019-02-18,23.861687377095222,11.640594370663168,-26.14881080389023,8.7452,8.7275,8.7566,8.7191
2019-02-19,7.441218197345733,50.23653760785237,-41.863298416137695,8.8295,8.7458,8.8369,8.7287
2019-02-20,8.254971727728844,37.95918780937791,-33.7297557592392,8.7715,8.8285,8.8374,8.747
2019-02-21,5.512098684906959,41.76321046054363,-32.56991511583328,8.7703,8.7683,8.7955,8.7258
2019-02-22,-1.769539311528206,66.40506911277771,-42.06209996342659,8.7644,8.7691,8.7831,8.7129
2019-02-25,17.7711331397295,32.13008559308946,-32.91255336999893,8.7611,8.7815,8.7848,8.7254
2019-02-26,2.4446274861693382,48.67536559700966,-35.666482985019684,8.8785,8.7515,8.9039,8.7515
2019-02-27,-14.104545578360558,74.07831341400743,-38.23443204164505,8.9,8.8808,8.9274,8.8531
2019-02-28,11.656902834773064,35.289295226335526,-32.907648622989655,8.8785,8.8979,8.9146,8.8696
2019-03-01,-3.91137982904911,56.536679442971945,-32.43132254481316,8.8552,8.8759,8.9133,8.8337
2019-03-04,-4.700550779700279,55.64676223695278,-32.645825415849686,8.846,8.8785,8.9047,8.8311
2019-03-05,-0.1151016056537626,49.18744129687548,-33.521487921476364,8.8392,8.8372,8.8506,8.7768
2019-03-06,13.232849568128586,31.89056797511876,-29.92282855510712,8.8396,8.8398,8.8476,8.8039
2019-03-07,-0.0830235853791236,54.74196782428771,-37.23286885023117,8.7866,8.8385,8.8497,8.7744
2019-03-08,15.219095438718796,28.986425019800663,-27.27366141974926,8.7499,8.7866,8.8178,8.7317
2019-03-11,16.48737797141075,33.75465187430382,-33.355571031570435,8.847,8.7552,8.8598,8.7081
2019-03-12,35.44595818221569,13.80683285742998,-37.35103797912598,8.7707,8.8401,8.9349,8.7262
2019-03-13,1.4964904189109791,46.26594477146864,-31.209826171398163,8.9466,8.7704,8.9775,8.7596
2019-03-14,2.333103939890861,55.02013115445152,-38.97477829456329,8.9026,8.9498,8.9585,8.8817
2019-03-15,13.826086685061457,33.76464332640171,-32.44152989983559,8.9228,8.9023,8.9303,8.8679
2019-03-18,30.285269550979137,17.915550927165896,-35.87596720457077,8.8969,8.9209,8.9317,8.8502
2019-03-19,17.468251317739487,35.40566740185022,-35.705935180187225,8.903,8.8991,8.9357,8.8859
2019-03-20,29.670190885663036,31.01989092119038,-44.16385021805763,8.8302,8.9061,8.9151,8.8005
2019-03-21,-19.23010075092316,70.49038316309452,-32.0062173306942,8.7747,8.8342,8.8532,8.7121
2019-03-22,-10.65277959406376,66.74371339008212,-37.55432963371277,8.8714,8.7821,8.8844,8.7764
2019-03-25,-9.49690866470337,55.98419725894928,-28.561343491077423,8.8558,8.8727,8.8919,8.8321
2019-03-26,18.049475200474262,35.359043100848794,-35.98866567015648,8.8678,8.8524,8.9049,8.833
2019-03-27,2.166746646165848,47.391499508172274,-33.715409487485886,8.8705,8.8701,8.9272,8.846
2019-03-28,-0.1348237991332999,46.97209131717682,-33.07564648985863,8.7899,8.8724,8.8913,8.7837
2019-03-29,4.96911833435297,38.92775306105614,-29.80204001069069,8.7454,8.7904,8.8175,8.7069
2019-04-01,8.585047580301762,32.80207048961893,-26.331321209669117,8.7897,8.7508,8.8286,8.7266
2019-04-02,27.82713620364666,18.995367154479027,-34.74107438325882,8.8277,8.7935,8.8414,8.745
2019-04-03,19.75738187134266,26.38383493805304,-31.865716755390167,8.8294,8.8293,8.8539,8.8067
2019-04-04,14.847474962472916,27.36977882683277,-30.06852748990059,8.7834,8.8326,8.8623,8.7726
2019-04-05,16.611625030636787,30.877459052950144,-29.575662523508072,8.7578,8.7853,8.816,8.7256
2019-04-08,2.5549927055835733,42.42548670247197,-27.314745515584946,8.7722,8.7589,8.7841,8.7488
2019-04-09,9.740771621465685,34.885297829750925,-32.459856033325195,8.7647,8.775,8.8066,8.7452
2019-04-10,0.8689213395118713,49.74050897732377,-35.26052260398865,8.7897,8.7611,8.8124,8.7543
2019-04-11,16.647467553615574,28.623456828296185,-31.931353628635406,8.7707,8.7928,8.805,8.7689
2019-04-12,18.06986454129219,27.92355835810304,-33.18115079402924,8.7694,8.7766,8.8082,8.7603
2019-04-15,-16.18626146018505,52.05791813135147,-22.61454066634178,8.7844,8.7667,8.8033,8.7593
2019-04-16,-1.4828260838985443,49.03484142012894,-29.991082906723022,8.7568,8.7896,8.7971,8.7538
2019-04-17,14.706151589751244,20.50022573582828,-24.977158457040787,8.7219,8.759,8.7681,8.7132
2019-04-18,24.329265654087067,17.894051779061556,-27.01567806303501,8.7178,8.7226,8.7427,8.7073
2019-04-19,-12.306502513587477,44.94045852869749,-20.687044471502304,8.7108,8.7207,8.7256,8.7036
2019-04-22,15.73101595044136,13.1443199403584,-21.30732747912407,8.7125,8.712,8.7297,8.7034
2019-04-23,17.714970514178276,22.962169336155057,-29.84054046869278,8.6993,8.7153,8.7492,8.6931
2019-04-24,19.16697834432125,25.9168747686781,-31.199635297060013,8.6697,8.7013,8.7161,8.6632
2019-04-25,-3.238673359155656,41.76183501444757,-25.01512098312378,8.6949,8.6723,8.7078,8.6672
2019-04-26,42.61499126255512,9.482191022485496,-38.03570419549942,8.6908,8.6979,8.7135,8.6732
2019-04-29,19.92653800547123,20.561022721230984,-26.834131866693497,8.7087,8.6989,8.7207,8.6889
2019-04-30,-6.875301212072372,50.81678666733205,-29.472145944833755,8.776,8.7116,8.7887,8.7028
2019-05-01,17.965237498283383,17.0339432656765,-25.27624598145485,8.7845,8.7776,8.8247,8.7749
2019-05-02,11.209955528378488,21.06984638795257,-22.556182146072388,8.7767,8.7891,8.8103,8.7668
2019-05-03,18.329233035445213,8.817652948200703,-19.067195862531666,8.869,8.7775,8.8752,8.7476
2019-05-06,-1.5433551967144012,26.397094417363405,-17.929944962263107,8.8525,8.8317,8.9347,8.8253
2019-05-07,20.917942583560944,18.434021949768063,-30.05786377191544,8.8583,8.8595,8.9022,8.8288
2019-05-08,4.305608198046683,39.62965711578727,-27.543551445007324,8.8204,8.8625,8.8656,8.8061
2019-05-09,5.618698596954346,40.81994107551873,-29.78346472978592,8.8767,8.8221,8.901,8.8163
2019-05-10,13.208487443625929,33.131571393460035,-29.663481056690216,8.8668,8.8863,8.9051,8.8392
2019-05-13,-1.242929026484489,42.85074245929718,-28.48488569259644,8.9085,8.8702,8.9672,8.8645
2019-05-14,24.54576388001442,24.2440682053566,-35.45437681674957,8.8698,8.9127,8.9235,8.8718
2019-05-15,17.476026840507984,37.13340167887509,-35.200893223285675,8.832,8.8756,8.8876,8.8216
2019-05-16,18.958277955651283,35.741725996136665,-38.31134730577469,8.8071,8.831,8.8451,8.7992
2019-05-17,10.629452466964722,33.843288257718086,-30.16051983833313,8.8,8.8091,8.8453,8.7956
2019-05-20,11.054411590099336,23.687889577820897,-22.408322483301163,8.7951,8.8013,8.8251,8.7883
2019-05-21,15.19807492941618,32.23271721042693,-32.92777332663536,8.7673,8.7991,8.846,8.7601
2019-05-22,24.48376359045505,25.18783062696457,-36.632134184241295,8.7429,8.7701,8.7954,8.7168
2019-05-23,19.292345374822617,44.14315200410783,-43.01702743768692,8.7423,8.7452,8.7688,8.7153
2019-05-24,10.452131688594816,29.059186823666096,-27.947073847055435,8.7709,8.7463,8.7865,8.7269
2019-05-27,10.273397020995615,30.959034219384197,-26.861476331949238,8.7437,8.7819,8.802,8.7374
2019-05-28,-3.049342080950737,53.60801359266043,-31.940380662679672,8.7397,8.7456,8.7718,8.7405
2019-05-29,-1.125184662640094,58.48380730487406,-35.83213406801224,8.7287,8.7441,8.7592,8.7196
2019-05-30,19.89460152387619,32.55257737636566,-36.33362203836441,8.6995,8.732,8.7386,8.6852
2019-05-31,11.920139208436012,38.885276491288096,-35.01367139816284,8.7202,8.7022,8.7317,8.6757
2019-06-03,-1.714078307151794,33.577810626477,-22.34142237901688,8.741,8.7189,8.7508,8.7081
2019-06-04,14.307843640446665,31.38945954293013,-30.720036685466766,8.7694,8.7432,8.7843,8.7334
2019-06-05,27.388586804270744,36.82590838242322,-42.39344409108162,8.7626,8.7715,8.8008,8.76
2019-06-06,10.426657870411873,38.130869602784514,-33.0019211769104,8.772,8.7635,8.8102,8.7583
2019-06-07,17.39762370288372,16.737273789942265,-23.20612758398056,8.7937,8.7756,8.8195,8.7678
2019-06-10,31.636331245303158,12.540166649967432,-30.7317074239254,8.7898,8.7802,8.8258,8.7711
2019-06-11,1.2465166300535202,50.68313750624657,-34.7396205663681,8.7918,8.7913,8.8034,8.7615
2019-06-12,-0.5802048742771158,58.83793058479205,-38.331712692976,8.7731,8.7941,8.8293,8.772
2019-06-13,33.11917731165886,22.40889710187912,-40.86147564649582,8.7705,8.7775,8.7974,8.761
2019-06-14,42.78599985688925,-1.6069951429963112,-32.71995946764946,8.7182,8.7739,8.7839,8.712
2019-06-17,14.757023185491562,22.26471284031868,-23.69083598256111,8.6792,8.7257,8.7315,8.6791
2019-06-18,7.787586718797684,47.07422701269388,-35.81939774751663,8.6639,8.6808,8.6923,8.6439
2019-06-19,35.86608395725489,12.394007466733454,-38.67912232875824,8.7204,8.6691,8.75,8.6606
2019-06-20,23.632283963263035,25.6035842075944,-37.91112074255943,8.7001,8.7272,8.7596,8.6819
2019-06-21,33.23286139219999,7.152181191369891,-30.688007563352585,8.7506,8.7023,8.7589,8.6886
2019-06-24,14.294763445854189,37.97459717327729,-33.11518183350563,8.7556,8.74,8.7816,8.7386
2019-06-25,1.4206221848726268,51.96126284683123,-34.995530903339386,8.7289,8.7585,8.7985,8.7174
2019-06-26,-9.567563101649284,84.12803906388581,-47.67480662465096,8.7269,8.7367,8.7458,8.7073
2019-06-27,22.29834586381912,41.67319041490555,-44.39456358551979,8.7156,8.7308,8.753,8.7071
2019-06-28,42.52661088109016,6.494599044322968,-37.20723217725754,8.7137,8.7184,8.7472,8.6895
2019-07-01,37.50123557448387,10.72673461213708,-37.61290845274925,8.6554,8.7174,8.7242,8.6436
2019-07-02,5.857367090880871,59.7130356580019,-41.11070001125336,8.6522,8.6613,8.6936,8.6501
2019-07-03,27.135010614991188,28.228963017463688,-37.61055916547775,8.6496,8.6544,8.6797,8.6412
2019-07-04,4.1946338564157495,56.414478454738855,-39.55197623372078,8.64,8.6517,8.6596,8.6363
2019-07-05,21.03252848982811,26.015992656350136,-30.49155303835869,8.6308,8.6451,8.6586,8.6004
2019-07-08,12.997487783432009,26.46703576296568,-26.887212872505188,8.6079,8.6287,8.6397,8.5991
2019-07-09,18.681376546621323,22.98017338104546,-29.71816372871399,8.5797,8.6116,8.6192,8.5654
2019-07-10,5.1604553163051605,39.6545777823776,-30.78947612643242,8.5874,8.5879,8.613,8.5652
2019-07-11,35.83037905395031,4.312511159107088,-33.3855604827404,8.5983,8.5905,8.6341,8.5898
2019-07-12,12.473885163664818,32.87452492117882,-30.702299624681476,8.6497,8.6001,8.6564,8.5995
2019-07-15,19.23472448438406,26.966512510553,-31.98021158576012,8.6058,8.6516,8.6567,8.6033
2019-07-16,31.66130469739437,11.610475581139326,-30.22881442308426,8.5274,8.6088,8.6124,8.5239
2019-07-17,-3.2141970694065103,51.53443099185824,-32.02597874403,8.544,8.5314,8.5628,8.5192
2019-07-18,21.147198855876923,22.81072323210537,-30.258770257234573,8.6315,8.5457,8.641,8.5409
2019-07-19,8.948948979377747,29.70208682166413,-27.47558397054672,8.6015,8.6318,8.6392,8.5869
2019-07-22,-0.2476346939802169,37.52615714818239,-26.76260539889336,8.5825,8.6086,8.6182,8.57
2019-07-23,23.906406231224537,20.53042368590832,-32.50687649846077,8.555,8.5829,8.5894,8.5422
2019-07-24,-4.531215004622936,58.15211990475655,-34.338280737400055,8.5781,8.5563,8.6085,8.5504
2019-07-25,21.822107017040253,30.6762726008892,-35.05278393626213,8.5604,8.5793,8.6018,8.5467
2019-07-26,-3.7973684072494502,60.4773761369288,-36.08435437083244,8.5156,8.5632,8.5672,8.5139
2019-07-29,10.559005677700045,31.329339921474457,-28.84479784965515,8.4208,8.5209,8.5313,8.4177
2019-07-30,24.87283137440681,28.5439464119263,-38.24416318535805,8.3625,8.4234,8.4296,8.3477
2019-07-31,25.609293438494205,10.614567302167416,-27.33866983652115,8.368,8.3674,8.4334,8.3535
2019-08-01,7.401320293545724,45.24289843067527,-34.41768658161163,8.367,8.3673,8.3967,8.3308
2019-08-02,2.69843340665102,59.56401878595352,-42.12472215294838,8.4333,8.3719,8.4469,8.3412
2019-08-05,7.749915361404419,48.57809725776315,-39.14144361019135,8.5543,8.4282,8.5878,8.4209
2019-08-06,13.094915062189104,39.04072299599648,-36.85866770148277,8.5448,8.5618,8.5893,8.5276
2019-08-07,27.819215431809425,18.55289860069752,-36.72683575749397,8.5699,8.5512,8.5953,8.5414
2019-08-08,14.929793700575829,38.47451181570068,-37.7492661178112,8.5451,8.5722,8.5841,8.5236
2019-08-09,2.400711975991726,55.68001741170883,-36.7492142021656,8.494,8.5429,8.5661,8.4915
2019-08-12,18.968971714377403,25.334336327388883,-33.16682603955269,8.5209,8.5087,8.5461,8.4851
2019-08-13,15.43507380783558,27.57683686213568,-30.421332120895386,8.4882,8.5231,8.5534,8.486
2019-08-14,5.786069169640541,53.80318806692958,-36.08865305781365,8.4683,8.4944,8.4998,8.4511
2019-08-15,-6.088269650936127,64.95813716575503,-35.80800357460976,8.4983,8.4729,8.5548,8.4658
2019-08-16,30.187913194298744,21.099237704649568,-38.78405952453613,8.5545,8.5013,8.5728,8.4943
2019-08-19,36.58421034365893,9.719591364264488,-33.797377794981,8.548,8.5556,8.5798,8.531
2019-08-20,3.047424212098122,52.3897814694792,-34.830065071582794,8.5902,8.5505,8.6012,8.5177
2019-08-21,43.54982244223356,14.083567772526292,-41.95613241195679,8.5645,8.5926,8.5968,8.5535
2019-08-22,22.3145215511322,37.72285593487322,-42.29812759160996,8.6766,8.5661,8.6924,8.5619
2019-08-23,10.237578138709068,44.23336774110794,-39.29309269785881,8.7078,8.6782,8.7242,8.6361
2019-08-26,0.9046398177742958,40.29876246675849,-27.248827576637268,8.7348,8.6969,8.7821,8.6955
2019-08-27,23.932106032967567,27.491112373769283,-34.530243307352066,8.7979,8.7371,8.816,8.7254
2019-08-28,-11.874097794294356,75.8701969073154,-42.71009775996208,8.7451,8.8024,8.8046,8.7122
2019-08-29,-7.706705868244171,65.53842471539974,-39.24846351146698,8.7064,8.7495,8.7583,8.6959
2019-08-30,11.129707776010036,47.82489996030927,-38.95875164866448,8.6968,8.702,8.7385,8.6873
2019-09-02,-15.940281093120577,77.72843334823847,-38.47247430682182,8.6531,8.6952,8.7226,8.6311
2019-09-03,6.051696047186853,47.85447509586811,-37.06316950917244,8.6746,8.6544,8.6911,8.5822
2019-09-04,26.01305603981018,33.41851672530174,-42.20968309044838,8.7477,8.6707,8.7603,8.6657
2019-09-05,12.609072849154472,28.13711805827916,-28.237059891223907,8.8134,8.7556,8.8312,8.7164
2019-09-06,2.569580465555191,53.372840486466885,-34.64965206384659,8.7356,8.8147,8.8235,8.7371
2019-09-09,5.13812643289566,42.61157566867769,-32.99857705831528,8.7909,8.7548,8.8264,8.724
2019-09-10,4.081379823386669,58.496004823595285,-40.57205882668495,8.7806,8.7935,8.8061,8.7403
2019-09-11,26.94077903777361,25.200284525752068,-37.8660494685173,8.7703,8.783,8.8062,8.7621
2019-09-12,19.71910480409861,27.579274740070105,-31.558760166168213,8.7295,8.7714,8.7821,8.7048
2019-09-13,-4.506572477519512,42.77867041155696,-24.53962978720665,8.8443,8.7324,8.8546,8.7259
2019-09-16,27.08782596886158,18.93380650877953,-33.5984148979187,8.7815,8.8504,8.857,8.7613
2019-09-17,10.84204403311014,48.52938440442085,-40.11102029681206,8.8624,8.7897,8.8847,8.7746
2019-09-18,1.6834925264120106,49.15385645069182,-32.80666187405586,8.8335,8.8662,8.8733,8.8174
2019-09-19,9.15305297076702,57.50442509911954,-43.060510247945786,8.8855,8.8384,8.9136,8.8253
2019-09-20,21.87181833386421,26.677219420671463,-33.08205816149712,8.8473,8.8919,8.9155,8.836
2019-09-23,3.561472550034524,38.08809248358011,-24.148023426532745,8.8455,8.8421,8.8886,8.8372
2019-09-24,6.386436432600023,48.0803764462471,-36.83915224671364,8.8837,8.8476,8.8966,8.8193
2019-09-25,-12.220699563622476,68.66015803068876,-36.71372604370117,8.8064,8.8884,8.8955,8.8055
2019-09-26,-12.040920317173004,67.91838032007217,-34.52205762267113,8.7856,8.8124,8.8225,8.7741
2019-09-27,5.071026533842087,52.38210820220411,-35.40605181455612,8.7513,8.7888,8.8055,8.742
2019-09-30,14.796706706285477,20.70707458257675,-22.82898849248886,8.7845,8.7531,8.8206,8.7434
2019-10-01,9.733263790607452,39.816422037780285,-33.46229746937752,8.796,8.785,8.8222,8.7256
2019-10-02,17.740753933787346,14.35387327708304,-22.44802474975586,8.7917,8.7946,8.8104,8.74
2019-10-03,14.656430453062056,51.38200271129608,-43.62058424949646,8.8117,8.7964,8.8743,8.7678
2019-10-04,20.426817446947094,10.000101923942568,-22.160435885190964,8.8138,8.816,8.834,8.775
2019-10-07,6.659422740340232,28.805532041937116,-23.67638286948204,8.7845,8.8111,8.8196,8.7828
2019-10-08,-13.313072793185713,77.9859256320633,-39.48708173632622,8.7256,8.7867,8.791,8.7121
2019-10-09,18.83697721362114,36.69764241017401,-39.03529319167137,8.7034,8.7294,8.7711,8.6923
2019-10-10,8.821218363940716,44.78527246415615,-34.896130949258804,8.8514,8.7058,8.874,8.6807
2019-10-11,-3.972804129123688,66.96812269091606,-40.089470982551575,8.9627,8.8533,9.0179,8.8076
2019-10-14,22.67885709553957,28.24908747151494,-35.27081885933876,8.9042,8.9489,8.9691,8.8484
2019-10-15,29.552761435508724,28.77003762871027,-40.68294593691826,9.0543,8.9115,9.0666,8.9045
2019-10-16,-4.081716433167458,80.10691039077938,-46.86556661128998,9.099,9.0555,9.1344,8.9868
2019-10-17,-6.734756223857403,62.68457328900695,-35.02005156874657,9.1203,9.1025,9.1832,9.03
2019-10-18,28.521246537566185,26.757754504680637,-37.612674832344055,9.1841,9.1228,9.1966,9.0849
2019-10-21,-4.105164706707001,50.40912386775017,-30.90194872021675,9.1675,9.1535,9.2057,9.1131
2019-10-22,20.88396418094635,26.792850140482187,-32.72888594865799,9.1084,9.1701,9.2003,9.1019
2019-10-23,-3.767196580767631,61.24465085566044,-37.61261656880379,9.1218,9.1094,9.132,9.0852
2019-10-24,4.713466390967369,36.47793595865369,-28.28270837664604,9.0829,9.1231,9.1545,9.0399
2019-10-25,25.585590228438377,14.069844592362642,-28.38883888721466,9.0577,9.0848,9.094,9.0492
2019-10-28,14.47219143807888,21.08573017269373,-25.87335431575775,9.0896,9.0613,9.1018,9.0405
2019-10-29,5.53530789911747,32.66660517454147,-26.02079549431801,9.0898,9.0923,9.1187,9.0437
2019-10-30,27.56970825791359,19.05813893675804,-32.56669998168945,9.1005,9.0929,9.1093,9.0622
2019-10-31,14.11934916675091,50.34080778062344,-40.38952428102493,9.107,9.1041,9.1384,9.0922
2019-11-01,10.164498060941696,44.46771620819345,-35.663645684719086,9.1014,9.1091,9.136,9.097
2019-11-04,17.740215688943863,35.54984234459698,-33.99286085367203,9.056,9.1094,9.1122,9.052
2019-11-05,-2.9361355751752853,58.94897160679102,-35.72711932659149,9.028,9.058,9.0632,9.0047
2019-11-06,29.05884263664484,24.786919890437275,-39.16203215718269,8.9937,9.0316,9.0355,8.9881
2019-11-07,6.283487230539322,39.359535314142704,-30.632181346416477,8.9391,8.9941,9.0207,8.9232
2019-11-08,7.743557870388031,42.8794618844986,-33.82409781217575,8.9331,8.941,8.9747,8.9263
2019-11-11,3.457811936736107,40.19547020131722,-28.12615269422531,9.0104,8.9389,9.0421,8.9389
2019-11-12,13.676622837781906,33.03762770630419,-32.455172538757324,8.9993,9.0118,9.0226,8.9762
2019-11-13,15.031756937503816,47.740554524585605,-40.14360216259957,9.023,9.0037,9.0306,8.9957
2019-11-14,13.256829790771008,44.90726548619568,-39.29792737960816,9.0418,9.0259,9.0494,9.0
2019-11-15,8.67279963195324,40.92972039617598,-30.720395639538765,9.039,9.0438,9.0563,9.0158
2019-11-18,25.324173659086227,17.898788009304553,-31.850066483020782,9.0983,9.0445,9.1145,9.0407
2019-11-19,9.28329323232174,37.90634500607848,-32.61061242222786,9.0794,9.1016,9.113,9.0723
2019-11-20,6.190120369195936,50.27998906560242,-36.08917200565338,9.0899,9.0825,9.0965,9.0656
2019-11-21,12.08666405081749,30.513948077335957,-28.398629516363144,9.0759,9.0928,9.1167,9.0625
2019-11-22,10.082038283348083,46.06942309439182,-33.44367727637291,9.0309,9.0783,9.1001,9.0278
2019-11-25,11.339371100068092,35.39045552909374,-30.71386018395424,9.0736,9.0468,9.0867,9.0339
2019-11-26,6.143206566572189,53.26903788745403,-38.00081625580788,9.0458,9.0762,9.0839,9.0279
2019-11-27,6.121515423059464,52.198557280004025,-38.7110131084919,9.0809,9.05,9.0843,9.0121
2019-11-28,-6.046050801873207,55.158773586153984,-30.925957322120667,9.0825,9.0822,9.1081,9.0726
2019-11-29,33.689703077077866,16.461397752165794,-33.94781494140625,9.0929,9.0837,9.106,9.0428
2019-12-02,24.71383219957352,24.81174412369728,-34.1284102499485,9.1044,9.0842,9.1163,9.0719
2019-12-03,32.82972699403763,34.46884222328663,-44.598554998636246,9.1735,9.1071,9.1885,9.0986
2019-12-04,32.36680814623833,19.74287407286465,-35.35660555958748,9.2362,9.1747,9.2508,9.1716
2019-12-05,30.18152990937233,25.23491515312344,-39.28536039590836,9.267,9.2386,9.2762,9.2367
2019-12-06,22.70772286504507,26.14420579746366,-30.42108434438705,9.2402,9.2688,9.2789,9.2158
2019-12-09,37.54392436146736,6.398125857114792,-32.811602145433426,9.2512,9.2429,9.2778,9.2277
2019-12-10,36.13688661158085,10.671748042106628,-33.33371549844742,9.2509,9.2573,9.2968,9.2412
2019-12-11,30.93674214184284,25.528386402875185,-39.62942734360695,9.2858,9.2549,9.3013,9.2194
